,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
532,I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,3,17,17,4.71,96,0,1,0,5,2,😂,i graduated yesterday and already had  family members asking what job ive got now 😂 nightmare
533,It's kind of shocking how amazing your rodeo family is when the time comes that you need someone,0,18,18,4.39,96,0,0,0,9,1,amazing,its kind of shocking how amazing your rodeo family is when the time comes that you need someone
534,Duty calls. 😧,0,3,3,3.67,13,0,0,0,0,1,,duty calls 😧
535,@user Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans!,1,16,15,4.69,90,0,0,1,5,6,follow, miss gale id really really appreciate a follow back im one of your biggest fans
536,@user YOU NEVER TOLD MOI  #jkjk,3,6,6,4.17,31,0,1,1,1,2,, you never told moi  jkjk
537,2Chainz my nigga 😊,1,4,4,3.75,18,0,0,0,1,0,,chainz my nigga 😊
538,@user Why dont you have nothing #to. #insult #justajoke #seriously,0,10,10,5.7,66,0,1,1,3,6,, why dont you have nothing to insult justajoke seriously
539,I really love @user really great start to this season.  #resist,1,11,10,4.73,63,0,1,1,3,3,great,i really love  really great start to this season  resist
540,@user 'I spent so looking want to look like a Kardashian I don't give even give a f**k it's the dad'😂😂😂😂 omfg😂😭😭😂 #hilarious,1,23,21,4.43,124,0,1,1,9,8,Kardashian hilarious, i spent so looking want to look like a kardashian i dont give even give a fk its the dad😂😂😂😂 omfg😂😭😭😂 hilarious
541,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",3,15,13,5.8,101,0,1,0,9,8,depressed,no im not depressed because of the weather im depressed because i have depression sicknotweak
542,Cancelled trains make me so mad because we could've spent more time with Kodak in the morning 😡  #ihatetuesdays #ffffff,0,20,20,4.95,119,0,1,0,8,3,Cancelled mad,cancelled trains make me so mad because we couldve spent more time with kodak in the morning 😡  ihatetuesdays ffffff
543,The wildest shit just happened at work I'm astounded,0,9,9,4.89,52,0,0,0,4,1,astounded,the wildest shit just happened at work im astounded
544,Documentary narrator just referred to multiple octopus as octopuses and not octopi. What do i do now? Where is my congressman. #outrage,0,22,21,5.18,135,0,1,0,12,4,,documentary narrator just referred to multiple octopus as octopuses and not octopi what do i do now where is my congressman outrage
545,@user Video N/A 😟,3,4,4,3.5,17,0,0,1,0,2,, video na 😟
546,Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,0,21,20,5.67,140,0,1,1,7,7,healthcare,any gop senator who refuses to repealandreplace needs to bear the wrath of their constituents  polls home state  healthcare pricepay
547,Down to one roll... Wonderful I need more toilet paper. #personalassistant,1,11,11,5.82,74,0,1,0,4,5,toilet,down to one roll wonderful i need more toilet paper personalassistant
548,@user @user Interestingly shocking and sad! American Judiciary is seriously flawed!,3,11,10,6.64,83,0,0,1,2,4,sad American,  interestingly shocking and sad american judiciary is seriously flawed
549,I should've stayed in bed.,3,5,5,4.4,26,0,0,0,2,2,,i shouldve stayed in bed
550,#RepChrisCollins 🎃 #spins #excuses for #hatred #racism Everyone in #America heard #Trump🎃say some #WhiteSupremacists are #GOODpeople ✅MSNBC,0,17,17,7.24,139,0,1,0,4,9,hatred,repchriscollins 🎃 spins excuses for hatred racism everyone in america heard trump🎃say some whitesupremacists are goodpeople ✅msnbc
551,just released two videos in honer of Cory Monteith and Finn Hundson go wath link in bio\n@CoryMonteith @user #glee,1,19,18,5.05,114,0,1,1,5,3,wath,just released two videos in honer of cory monteith and finn hundson go wath link in bion  glee
552,Seems like the only time spent sober these past few days was when I was sleeping. And even then I was waking up faded lol,1,25,22,3.88,121,0,0,0,14,1,only few,seems like the only time spent sober these past few days was when i was sleeping and even then i was waking up faded lol
553,"Shall rest by day, a fiery gleam by night;",1,9,8,3.78,42,0,0,0,4,2,Shall,shall rest by day a fiery gleam by night
554,I keep it real.. sorry if you get offended 🤷🏽‍♂️,3,10,10,3.9,48,0,0,0,5,2,sorry,i keep it real sorry if you get offended 🤷🏽‍♂️
555,See people now selling their #MayMac presss conference tickets at Wembley for £100 now when they were free. Scum cunts!!! 😡,0,21,20,4.9,123,0,1,0,6,5,See free Scum,see people now selling their maymac presss conference tickets at wembley for £ now when they were free scum cunts 😡
556,"In order to #expand beyond the places that are familiar, you have to do things that scare you.",2,18,16,4.28,94,0,1,0,10,3,familiar,in order to expand beyond the places that are familiar you have to do things that scare you
557,@user #horrible experience #not satisfied #low on standards,0,8,8,6.5,59,0,1,1,1,4,horrible satisfied low, horrible experience not satisfied low on standards
558,#theearlyshow my musical.ly is mariam_marigold @user #lively #musical.ly,1,8,8,8.12,72,0,1,1,2,7,mariam_marigold,theearlyshow my musically is mariammarigold  lively musically
559,@user @user If I could just pick 8 of them then I'd have no trouble picking who I wanted 🤣,2,20,18,3.55,90,0,0,1,12,3,,  if i could just pick  of them then id have no trouble picking who i wanted 🤣
560,@user @user @user @user I can't even find tickets anymore gunna call it a day and go cry in the corner I think 😭 lol,3,25,21,3.68,116,0,0,1,8,5,😭,    i cant even find tickets anymore gunna call it a day and go cry in the corner i think 😭 lol
561,@user Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol,1,15,15,3.73,70,0,0,1,5,2,user, thanks bby 💚 tiff got a pair too so ill probably steal hers lol
562,kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name,2,27,23,3.74,127,0,1,0,17,2,such weird,kokobop is such a weird namenbut i remember that it is said to be more lit that growl and it is exo so im accepting the name
563,"@user And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",2,20,19,5.1,121,0,0,1,7,10,serious 20-23, and im serious  july singapore holiday and accompany my friend for job interview with one of my friend
564,@user at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,1,18,17,4.17,92,0,1,1,3,7,u big tremendous, at his best great to watch u go big sir tremendous hits ndts boom boom afridi 😍
565,@user But smiling 😄☔️,1,4,4,4.5,21,0,0,1,1,1,@, but smiling 😄☔️
566,Hating this already 😟,0,4,4,4.5,21,0,0,0,1,0,,hating this already 😟
567,"@user Yeah, his heart is evil and his speech reflected that.  Says a lot about your character that you find it 'awesome'.  How",0,23,22,4.43,126,0,0,1,11,6,evil, yeah his heart is evil and his speech reflected that  says a lot about your character that you find it awesome  how
568,Whoever decided to put chat functions on company websites for customer service deserves all the medals. I hate talking on the phone,0,22,20,5.0,131,0,0,0,8,1,,whoever decided to put chat functions on company websites for customer service deserves all the medals i hate talking on the phone
569,@user @user The left is sooo rabid for something of substance; yet they are forced to feed off innuendo and smearing,0,21,20,4.57,116,0,0,1,9,3,sooo,  the left is sooo rabid for something of substance yet they are forced to feed off innuendo and smearing
570,Is it okay to think you are going to die alone? #sadness,3,12,11,3.75,56,0,1,0,6,2,,is it okay to think you are going to die alone sadness
571,@user But sadly.. you are too busy with your new drama 😞,3,12,12,3.75,56,0,0,1,6,3,@ busy new, but sadly you are too busy with your new drama 😞
572,@user @user I used to make the peanut butter energy balls all the time. My famjam loved them! #recipes #yummy,1,20,18,4.5,109,0,1,1,6,6,,  i used to make the peanut butter energy balls all the time my famjam loved them recipes yummy
573,"@user I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl",1,19,18,4.0,94,0,0,1,7,4,glad, i’m glad to hear that kara don’t hesitate to get in touch again if you need to cheryl
574,Edge of my seat @user loved it #dragonsontheWall,1,8,8,5.12,48,0,1,1,3,2,,edge of my seat  loved it dragonsonthewall
575,@user #더쇼 #GOT7 #니가하면 rthrc #IFYOUDO #mad treeq,0,8,8,5.0,47,0,1,1,0,6,더쇼 mad, 더쇼 got 니가하면 rthrc ifyoudo mad treeq
576,"Don't start anything prematurely, even when u do learn your lesson early enough, know when it's just ur fears or when u need to back it up",2,27,24,4.15,138,0,0,0,12,4,u lesson early ur u,dont start anything prematurely even when u do learn your lesson early enough know when its just ur fears or when u need to back it up
577,"on July 13th,1989 in #Vienna , #Ghassemlou &amp; his fellows was #terror by the agents of the #Iranian regime\n#Iran #Terrorism \n#twitterkurds",0,21,20,5.86,143,0,1,0,8,11,Iranian,on july th in vienna  ghassemlou amp his fellows was terror by the agents of the iranian regimeniran terrorism ntwitterkurds
578,@user @user @user The official pi jam kit has arrived! #RaspberryPi #excitement,1,12,10,5.67,79,0,1,1,2,6,official,   the official pi jam kit has arrived raspberrypi excitement
579,I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,3,27,25,4.48,147,0,1,0,13,9,sad,i made a joke amp my boyfriend laughed but when i looked over he was actually laughing at a video on his phone sad lt hurting brokenheart
580,Today if i was a colour it would be red !!! #rage,0,12,12,3.17,49,0,1,0,7,4,red,today if i was a colour it would be red  rage
581,13) mutual whos always online - @user bc we have to bully her to get to sleep,1,17,15,3.59,77,0,0,1,7,3,mutual user, mutual whos always online   bc we have to bully her to get to sleep
582,"Just a side #thought, everything takes #time and #effort ... #annoyed",0,11,11,5.36,69,0,1,0,3,8,,just a side thought everything takes time and effort  annoyed
583,Somebody called y'all president a fucknugget 😂😂 idk what that is but it was the laugh I needed this morning 😭,1,21,21,4.24,109,0,0,0,10,1,,somebody called yall president a fucknugget 😂😂 idk what that is but it was the laugh i needed this morning 😭
584,@user congratulations on becoming a senior lecturer! Well deserved 😄,1,10,10,5.9,68,0,0,1,2,2,user senior, congratulations on becoming a senior lecturer well deserved 😄
585,Some white folks were jumping in joy when they thought Floyd Mayweather was broke 😂,1,15,15,4.6,83,0,0,0,6,0,white,some white folks were jumping in joy when they thought floyd mayweather was broke 😂
586,When you baby has their first temperature and all you do is worry #firsttimemum #firsttimemom #newborn #baby #sickbaby #worry,3,19,18,5.63,125,0,1,0,9,6,first worry firsttimemum firsttimemom newborn sickbaby,when you baby has their first temperature and all you do is worry firsttimemum firsttimemom newborn baby sickbaby worry
587,#furious as fuck!!,0,3,3,5.33,18,0,1,0,1,3,furious,furious as fuck
588,I rage quit on Minecraft and I deleted the game. #rage,0,11,10,4.0,54,0,1,0,5,2,,i rage quit on minecraft and i deleted the game rage
589,yas bret you're always making me laugh ily 😘 @user,1,10,10,4.1,50,0,0,1,2,2,,yas bret youre always making me laugh ily 😘 
590,These guys really out here disrespecting women while their moms still be doing their laundry. 🤣,0,16,15,5.0,95,0,0,0,8,1,,these guys really out here disrespecting women while their moms still be doing their laundry 🤣
591,A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...,0,26,24,4.15,133,0,0,0,10,7,solitary long left relentless,a solitary rogue long hair now in my left ear its retreating from my head amp yet is relentless up my nose hair takes the piss
592,"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies",0,27,20,4.19,139,0,0,0,13,1,right unlucky,lucky enough to not burn off all of my right eye lashes unlucky enough to burn them just short enough to irritate all of my ocd tendencies
